video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,comment_count,thumbnail_link,description
"IDDcXTh8qqs","Share your favorite BTS moment using #MyBTStory💜 Only on YouTube Shorts. #BTS #방탄소년단 #YetToCome","2022-06-10T21:59:32Z","UCLkAepWjdylmXSltofFvsYQ","BANGTANTV","10","22.12.06","[none]","22293261","1999753","10735","https://i.ytimg.com/vi/IDDcXTh8qqs/default.jpg","Connect with BTS: https://ibighit.com/bts http://twitter.com/BTS_bighithttp://twitter.com/BTS_twt http://www.facebook.com/bangtan.official https://www.youtube.com/user/BANGTANTV http://instagram.com/BTS.bighitofficial https://channels.vlive.tv/FE619 https://www.tiktok.com/@bts_official_bighithttps://weverse.onelink.me/qt3S/94808190https://www.weibo.com/BTSbighithttps://www.weibo.com/BTSmembers http://i.youku.com/btsofficial http://btsblog.ibighit.com"
"VBXx4iCCM24","#javrun #shorts","2022-06-11T07:33:04Z","UCuIpkP1H2Vb_NFu8dLIWoPw","CHANDAN ART ACADEMY","27","22.12.06","[none]","5327985","104676","133","https://i.ytimg.com/vi/VBXx4iCCM24/default.jpg",""
"zZLAGd5eNUI","These Indian TV Serials are so Stupid","2022-06-11T07:00:13Z","UCfLuT3JwLx8rvHjHfTymekw","Triggered Insaan","23","22.12.06","triggered insaan|live insaan|funny|comedy|indian tv serials|funny scenes|illogical scenes|reels","4466680","551691","40778","https://i.ytimg.com/vi/zZLAGd5eNUI/default.jpg","Today we are looking at some Indian TV Serial Scenes which are beyond illogical.Instagram ► https://www.instagram.com/triggeredinsaanFacebook ► https://www.facebook.com/realtriggeredinsaanGaming Channel ► https://www.youtube.com/liveinsaanDiscord ► https://discord.gg/liveinsaanTwitter ► https://twitter.com/triggeredinsaanAbout Me ► My name is Nischay Malhan. I'm from Delhi and I'm an engineering student. Now I am pursuing youtube Full Time. I make family friendly clean comedy videos on this channel for everyone to enjoy with their family. You don't need earphones to watch my videos😂Thanks For Reading😘"
"kXpOEzNZ8hQ","BTS (방탄소년단) 'Yet To Come (The Most Beautiful Moment)' Official MV","2022-06-10T03:59:38Z","UC3IZKseVpdzPSBaWxBxundA","HYBE LABELS","10","22.12.06","HYBE|HYBE LABELS|하이브|하이브레이블즈","71101004","8795627","2109893","https://i.ytimg.com/vi/kXpOEzNZ8hQ/default.jpg","BTS (방탄소년단) 'Yet To Come (The Most Beautiful Moment)' Official MVShare your favorite #MyBTStory 💜0:00 #MyBTStory 1:44 share your fav BTS story2:00 Only on YouTube ShortsCredits: Director: Yong Seok Choi (Lumpens)1st AD: Jihye Yoon (Lumpens)2nd AD: Ran Ro (Lumpens)Director of Photography: Nam Hyunwoo (MOTHER)B Camera Operator: EumkoFocus Puller: Kim Eunki, Lee Youngwoo2nd AC: Youngseo Park, Eunil LeeProduction Company: OUT OF OFFICE COExecutive Producer / Producer: Tiffany SuhProduction Supervisor: Sina ParsAssistant Production Supervisor: Linda NhemAssistant Production Supervisor / Travel Coordinator: Emily DiazTravel Coordinator: Veronica Zin 1st AD: Jesse Hays2nd AD: Mallory Chevalier Location Manager: Laura Dominguez Location Assistant: Ana ReyesSite Rep: John Miller1st AC: Victor Chon2nd AC: Massy Valenzuela-Castaneda Drone: Alex Castillo DIT: Jack Damon Technocrane: Maurico Rodriguez, Harrison Reilly, Erik CovarrubiasVTR / Playback: Avery Stone FishVTR Assistant: Jeffery PetroPlayback: Kai Morrison Gaffer: Kyle BrysonBest Boy Electric: Mark Mann Electric: Anthony Ortiz, Gerardo “Junior” Lara, Andrew Lopez Key Grip: Wadsworth PetersBest Boy Grip: Blake Danchik Grip: Richard Estrella, James Brazil Production Designer: Olivia McManus Art Director: Hensel Martinez Art Coordinator: Sara Barrett Prop Mater / Shopper: Amanda HumeLeadman: Logan BlueSet Dresser: Kyle KaminskyDresser / Driver: Kris IngramGreens: Brooke Benko, Nina GonzalesSchool Bus Transportation: Marlon SosaGang Boss: Rob NewcombeMoho Drivers: Stephen Hinze, Kevin Kasner, Rich Seitz, James “Bubba” BottoniStunt Coordinator: Nhan VoCraft Services: Danny Tilbury, Vic GodalesSet Medic: Dan DeBaunCCM: Matt MossCCA: Niko Galvez, Kasee ShamboraLocal Artist Security: Samuel Ford, Sully Crew, Raul Estevane, Pete MulryanPA: Adam Rosenberg, Joe Vizzini, Jason Vizzini, AJ, EJ Smith, Allen Amehi, Isiah Quince, Chris Fambro, Naushay Turner, Dariana Fly Buchatska, Cathy Kim, Ashley Lee, Bianca Yi, So Yun Um, Iris Jang, Sunny Park, Austin Barrett, Hollis Dohr, Jacqueline Nytes, Anna Tancredi, Sierra Badua, Dani Calderon DI: LUCID COLOURCOLORIST: Wonseok KoDI CREW: Jaeyeon Baek, Dain Kim, Serae HongDI PRODUCER: Sooyun HyunVFX: PLASTIC BEACHVFX Supervisor: OHZEONVFX Producer: Geoung Jeong, Ahn Sohyun3D Artist: Kim Doyeon, Jeon Jiwon, Kim Dongjin, Kim Hyeji, Lee Jeonghwa2D Artist: Lee Hyunjun, Jang KyutaeFX Artist: We Jungin, Kim YuminConcept Art: San GohSpecial thanks to San Bernardino County Film OfficeBIGHIT MUSIC. Rights are reserved selectively in the video. Unauthorized reproduction is a violation of applicable laws. Manufactured by BIGHIT MUSIC, Seoul, Korea.Connect with BTS: https://ibighit.com/bts http://twitter.com/BTS_bighithttp://twitter.com/BTS_twt http://www.facebook.com/bangtan.official https://www.youtube.com/user/BANGTANTV http://instagram.com/BTS.bighitofficial https://channels.vlive.tv/FE619 https://www.tiktok.com/@bts_official_bighithttps://weverse.onelink.me/qt3S/94808190https://www.weibo.com/BTSbighithttps://www.weibo.com/BTSmembers http://i.youku.com/btsofficial http://btsblog.ibighit.com#BTS #방탄소년단 #YetToCome #BTS_Proof #TheMostBeautifulMoment"
"ig6NiVr7TpE","Mere Humsafar Episode 23 | Presented by Sensodyne (English Subtitles) 9th June 2022 | ARY Digital","2022-06-09T16:00:14Z","UC4JCksJF76g_MdzPVBJoC3Q","ARY Digital HD","24","22.12.06","ary digital|ary digital drama|ary drama|pakistani drama|Mere Humsafar Episode 23 drama|watch new Episode Mere Humsafar Episode 23|Mere Humsafar Episode 23 New Episode|ary digital Mere Humsafar Episode 23|ary digital drama Mere Humsafar Episode 23|pakistani new drama Mere Humsafar Episode 23|ary digital drama Mere Humsafar Ep 23|ary digital drama Mere Humsafar|ary digital Pakistani Drama Mere Humsafar|Mere Humsafar Episode 23 9th June 2022|Farhan Saeed|Hania Aamir","15519590","312682","8423","https://i.ytimg.com/vi/ig6NiVr7TpE/default.jpg","For free HD live streaming download ARY Zap 👉🏽 http://l.ead.me/bb9zI1 or watch live at https://live.aryzap.com Mere Humsafar Episode 23 | Presented by Sensodyne | 9th June 2022 | ARY DigitalWatch All Episodes of #MereHumSafar Here : https://bit.ly/35j7UzOMere Humsafar The Poetic Tale Of Hala & Hamza.Mere Humsafar is the life story of Hala, born to a Pakistani father and foreign mother who leaves them after her birth.Written By: Saira RazaDirected By: Qasim Ali MureedCast:Farhan Saeed ,Hania Aamir,Waseem AbbasAly KhanSamina AhmedSaba HameedAamir QureshiTara MehmoodZoya NasirUmer Shehzad.Watch #MereHumsafar Every Thursday,at 8:00 pm, only on ARY Digital.#MereHumSafar #HaniaAmir #FarhanSaeed #WaseemAbbas #AlyKhan#SaminaAhmed #SabaHameed #AamirQureshiSubscribe: https://www.youtube.com/arydigitalasiaPakistani Drama Industry's biggest Platform, ARY Digital, is the Hub of exceptional and uninterrupted entertainment. You can watch quality dramas with relatable stories, Original Sound Tracks, Telefilms, and a lot more impressive content in HD. Subscribe to the YouTube channel of ARY Digital to be entertained by the content you always wanted to watch.#ARYDigital #entertainment #ARYNetwork #PakistaniDrama #HaniaAmirDrama"
"fQKTpQ6QAAM","[Hindi] Grand Finals Day - 3 | iQOO BMPS Powered By Loco","2022-06-11T19:42:41Z","UCe31NPEeRGO0hcznx6Tdb-g","BATTLEGROUNDS MOBILE INDIA","20","22.12.06","BATTLEGROUNDS MOBILE INDIA|BATTLEGROUNDSMOBILEINDIA|BATTLEGROUNDS MOBILE|BATTLEGROUNDS|BATTLEGROUNDS MOBILE INDIA OFFICIAL CHANNEL|BATTLEGROUNDS MOBILE INDIA YOUTUBE|BGMI|BATTLEGROUNDS MOBILE INDIA Release date|BATTLEGROUNDS MOBILE INDIA Teaser","2339338","109412","816","https://i.ytimg.com/vi/fQKTpQ6QAAM/default.jpg","It's time to join in and support your favorite team in their journey to the top!Official broadcast of Grand Finals Day 3 of iQOO BMPS Powered By Loco.#NEXTSTOPTHETOP #BATTLEGROUNDSMOBILEINDIA #INDIAKABATTLEGROUNDS #INDIAKAGAME #PLAYNOW #BMPS #BGMI #iQOO #getloconowSupport your favorite teams using the given hashtags:Global Esports - #GE, Big Brother Esports - #BBE, Inside Out - #INS, Hydra Official - #HYDR, Autobotz Esports - #ATZ, Team XO - #XO, Team Soul - #SOUL, Enigma Gaming - #EG, OR Esports - #ORESPORTS, Esports Wala X WSF ESPORTS - #WSF, 7Sea Esports - #7SEA, Team Kinetic- #TK, R Esports - #RE, Hyderabad Hydras - #HH, Nigma Galaxy - #NGX, FS Esports- #FS.Download LOCO now!: https://loco.onelink.me/65Kg/BMPSYTS*Contest T&C - https://bit.ly/3stR9e1Be sure to also follow us on:iQOO Esports - https://www.instagram.com/iqooesports/Loco FB: https://www.facebook.com/getloconowLoco IG: https://www.instagram.com/getloconow/Loco Twitter: https://twitter.com/getloconowBGMI YouTube: https://www.youtube.com/channel/UCe31NPEeRGO0hcznx6Tdb-gBGMI Esports: https://www.youtube.com/channel/UCugG6-k5QGbq_iDEPAnG4NQFB: https://www.facebook.com/BattlegroundsMobileINBGMI IG: https://www.instagram.com/battlegroundsmobilein_official/BGMI Esports IG: https://instagram.com/bgmiofficial_esports?utm_medium=copy_linkWebsite: https://esports.battlegroundsmobileindia.com"
"ykj5PzvFA3c","Why I REJECTED ₹75 Crores Job Offer??","2022-06-10T11:06:08Z","UCiGyWN6DEbnj2alu7iapuKQ","Physics Wallah - Alakh Pandey","27","22.12.06","physicswallah|alakh Pandey 75 crores|physics wallah 75 crore offer|75 crores kyu reject kiya|alakh Pandey 75 crore|physics wallah motivational video|physics wallah motivation|alakh Pandey motivation|physics wallah sir","1783193","190463","1597","https://i.ytimg.com/vi/ykj5PzvFA3c/default.jpg",""
"cVPI4ppiDSA","BB Ki Vines Productions - Taaza Khabar | Now Filming","2022-06-10T05:30:06Z","UCqwUrj10mAEsqezcItqvwEw","BB Ki Vines","24","22.12.06","Taaza Khabar|Disney|Hotstar Specials|Hotstar|Web series|web show|Bhuvan Bam|BB Ki Vines|thriller|drama|comedy","4177713","636983","18923","https://i.ytimg.com/vi/cVPI4ppiDSA/default.jpg","With good Karma on one’s side, can one man set out to become a master of his own destiny? Disney+ Hotstar’s upcoming fantasy-drama series, Hotstar Specials presents Taaza Khabar explores just this with the one of India’s most beloved content creator, Bhuvan Bam in the lead. Set in Mumbai, this one-of-a-kind uplifting series will take viewers on a riveting ride of a man stumbling upon a miracle and the ripples it creates in his humble life. The series is being directed by Himank Gaur who previously directed Dhindora and is produced by Rohit Raj under the banner of BB Ki Vines Productions. The show has been penned by powerful writer duo Hussain Dalal & Abbas Dalal and also stars Shriya Pilgaonkar, JD Chakravarthy, Deven Bhojani, Prathmesh Parab and Nitya Mathur in pivotal roles. Based on the life of a sanitation worker, the series light-heartedly depicts class-based poverty and the human desire to lead a better life. The Hotstar Specials series marks Bhuvan Bam’s first association with a streaming platform and will see him in an all-new fictional role.Instagram► https://www.instagram.com/bhuvan.bam22/           Facebook► https://www.facebook.com/BBkiVines/Twitter►https://twitter.com/Bhuvan_BamFollow @BB Ki Vines Productions  for BTS & more updates.#TaazaKhabarOnHotstar #BBKiVinesProductions #BhuvanBamABOUT: Bhuvan Bam is a comedian, singer-songwriter, actor and entrepreneur. He created the entire universe of BB Ki Vines, a content power house, to see more of his content follow him onCheckout Bhuvan Bam Originals: https://bit.ly/3BohxZKBuy my merchandise from www.youthiapa.com"
"Eu65eY3Fvgo","Kundali Bhagya - कुंडली भाग्य - Leap Promo - From 16th June, Mon to Fri, 9:30 PM - Promo - Zee TV","2022-06-11T05:30:05Z","UCppHT7SZKKvar4Oc9J4oljQ","Zee TV","24","22.12.06","Zee TV|ज़ी टीवी|हिन्दी चैनल|general entertainment channel|Hindi GEC TV channel|hindi tv serial|zeetv|hindi serial|zee tv show|entertainment|daily soaps|family|drama|comedy|horror|thriller|romance|romantic|hindi|free|download|mobile|story|episode|latest|scene|full episode|best scene|promo|video|youtube|tv|zee popular shows|zee5|ZEEL|Kundali Bhagya|कुंडली भाग्य|preeran|preeta|karan|special|leap promo","5029118","60070","4378","https://i.ytimg.com/vi/Eu65eY3Fvgo/default.jpg","Click Here To Watch Full Episodes: https://zee5.onelink.me/RlQq/d9bc3fb5Watch all Shows: https://zee5.onelink.me/RlQq/ytzee5sFree Subscription click here: https://bit.ly/SubscribetoZeetv Get notified about our Latest update by Clicking the Bell Icon 🔔Karan marries Preeta out of spite owing to a misunderstanding. Preeta tries to clear the air and wins him over whilst dealing with Sherlyn, Prithvi, and Mahira, a trio that becomes a thorn in her side.Paid Subscription ZEE5 click here: http://www.zee5.com/myaccount/subscription?plid=0-11-1503&utm_source=yt_zeetv&utm_medium=link_desc&utm_campaign=subscription_lpWatch tomorrow’s Premiere Episodes of ZEE TV serials today. Get the best of ZEE5 Originals, popular Alt Balaji shows, 1000+ superhit movies, favourite Zindagi shows, popular kids entertainment, Live TV channels and more.To Download Free ZEE5 Mobile app click the link below -Playstore: http://bit.ly/Zee5PlayStoreiTunes: http://bit.ly/Zee5ITunesConnect with Zee TV on Social MediaFacebook: http://bit.ly/ZeeTvFBInstagram: http://bit.ly/ZeeTvInstaTwitter: http://bit.ly/ZeeTVtwitterConnect with ZEE5 on Social MediaFacebook: http://bit.ly/Zee5FBInstagram: http://bit.ly/Zee5HindiInstaTwitter: http://bit.ly/Zee5twitter"
"ddui1XnFOtA","7th MONTH FUNCTION | MRIDVA","2022-06-11T07:10:20Z","UCIYZsndkqCTs4VHfwzt7Ycg","MRIDVA VLOGS","24","22.12.06","mridvavlogs|actor yuvakrishna|yuvakrishna mridula love|manjil virinja poov serial hero yuvakrishna|yuvakrishna|pookalam varavaay serial heroine mridula|starmagic yuvakrishna|yuvakrishna mridula marriage|mridula vijay|actress mridula vijay|starmagic mridula|mridula vijay pregnancy video|mridula vijai pregnant video|mridva latest video|mridula vijay live video|mridula yuvakrishna latest video|Sundari serial|manjilvirinjapoov serial|mridhula new house","1302653","30038","651","https://i.ytimg.com/vi/ddui1XnFOtA/default.jpg","💜 𝗕𝘂𝘆 𝗕𝗲 𝗕𝗼𝗱𝘆𝘄𝗶𝘀𝗲 𝗛𝗮𝗶𝗿 𝗛𝗲𝗮𝗹𝘁𝗵 𝗚𝘂𝗺𝗺𝗶𝗲𝘀 - https://bdywse.com/cf1e7e ✨𝗔𝗽𝗽𝗹𝘆 𝗰𝗼𝗱𝗲 MRIDVA10 𝘁𝗼 𝗴𝗲𝘁 𝗮 𝟭𝟬% 𝗱𝗶𝘀𝗰𝗼𝘂𝗻𝘁✨✨𝗣𝗮𝘆 𝗼𝗻𝗹𝗶𝗻𝗲 & 𝗴𝗲𝘁 𝟮𝟬% 𝗰𝗮𝘀𝗵𝗯𝗮𝗰𝗸✨💗 𝗖𝗵𝗲𝗰𝗸 𝗼𝘂𝘁 𝗕𝗲 𝗕𝗼𝗱𝘆𝘄𝗶𝘀𝗲 𝗽𝗿𝗼𝗱𝘂𝗰𝘁𝘀 𝗳𝗼𝗿 𝗛𝗮𝗶𝗿, 𝗦𝗸𝗶𝗻, 𝗪𝗲𝗶𝗴𝗵𝘁, 𝗣𝗖𝗢𝗦 & 𝗜𝗻𝘁𝗶𝗺𝗮𝘁𝗲 𝗖𝗮𝗿𝗲 - https://bdywse.com/27f372 (𝗖𝗼𝘂𝗽𝗼𝗻 𝗰𝗼𝗱𝗲 - MRIDVA10 ) 📞 𝗕𝗼𝗼𝗸 𝗮 𝗳𝗿𝗲𝗲 𝗮𝗻𝗱 𝗰𝗼𝗻𝗳𝗶𝗱𝗲𝗻𝘁𝗶𝗮𝗹 𝗼𝗻𝗹𝗶𝗻𝗲 𝗱𝗼𝗰𝘁𝗼𝗿 𝗰𝗼𝗻𝘀𝘂𝗹𝘁𝗮𝘁𝗶𝗼𝗻 𝘄𝗶𝘁𝗵 𝗕𝗲 𝗕𝗼𝗱𝘆𝘄𝗶𝘀𝗲 - https://bdywse.com/45847c 𝗕𝗲 𝗕𝗼𝗱𝘆𝘄𝗶𝘀𝗲 𝗛𝗮𝗶𝗿 𝗛𝗲𝗮𝗹𝘁𝗵 𝗚𝘂𝗺𝗺𝗶𝗲𝘀 𝗵𝗮𝘀 𝗻𝗼 𝗮𝗱𝗱𝗲𝗱 𝘀𝘂𝗴𝗮𝗿 & 𝟭𝟬𝟬% 𝘀𝗮𝗳𝗲 𝗮𝗻𝗱 𝗲𝗳𝗳𝗲𝗰𝘁𝗶𝘃𝗲❗ 𝗧𝗵𝗲𝘀𝗲 𝗴𝘂𝗺𝗺𝗶𝗲𝘀 𝗵𝗮𝘃𝗲 𝗽𝗼𝘄𝗲𝗿𝗳𝘂𝗹 𝗶𝗻𝗴𝗿𝗲𝗱𝗶𝗲𝗻𝘁𝘀 𝘄𝗵𝗶𝗰𝗵 𝗶𝘀 𝗯𝗮𝗰𝗸𝗲𝗱 𝗯𝘆 𝘀𝗰𝗶𝗲𝗻𝗰𝗲 - 𝗕𝗶𝗼𝘁𝗶𝗻, 𝗭𝗶𝗻𝗰 & 𝗠𝘂𝗹𝘁𝗶𝘃𝗶𝘁𝗮𝗺𝗶𝗻𝘀 (𝗔, 𝗖 & 𝗘). 𝗧𝗵𝗲𝘆 𝗵𝗲𝗹𝗽 𝘄𝗶𝘁𝗵 - 🟣 𝗦𝘁𝗿𝗲𝗻𝗴𝘁𝗵𝗲𝗻𝘀 𝗮𝗻𝗱 𝘁𝗵𝗶𝗰𝗸𝗲𝗻𝘀 𝗵𝗮𝗶𝗿🟣 𝗥𝗲𝗱𝘂𝗰𝗲𝘀 𝗵𝗮𝗶𝗿 𝗳𝗮𝗹𝗹 🟣 𝗖𝗼𝘃𝗲𝗿𝘀 𝘁𝗵𝗲 𝗻𝘂𝘁𝗿𝗶𝘁𝗶𝗼𝗻𝗮𝗹 𝗴𝗮𝗽 𝗶𝗻 𝘆𝗼𝘂𝗿 𝗱𝗶𝗲𝘁🟣 𝗕𝗼𝗼𝘀𝘁𝘀 𝗵𝗮𝗶𝗿 𝗴𝗿𝗼𝘄𝘁𝗵🙋🏽‍♀️ 𝗕𝗲 𝗕𝗼𝗱𝘆𝘄𝗶𝘀𝗲 𝗺𝗮𝗸𝗲𝘀 𝘄𝗲𝗹𝗹𝗻𝗲𝘀𝘀 𝗲𝗮𝘀𝘆 𝗳𝗼𝗿 𝘄𝗼𝗺𝗲𝗻 𝘄𝗶𝘁𝗵 𝗲𝘅𝗽𝗲𝗿𝘁 𝗱𝗲𝘃𝗲𝗹𝗼𝗽𝗲𝗱 𝗽𝗿𝗼𝗱𝘂𝗰𝘁𝘀 𝗳𝗼𝗿 𝘄𝗼𝗺𝗲𝗻❜𝘀 𝗵𝗲𝗮𝗹𝘁𝗵 𝗮𝗻𝗱 𝘄𝗲𝗹𝗹𝗻𝗲𝘀𝘀 𝗶𝘀𝘀𝘂𝗲𝘀 𝗿𝗲𝗹𝗮𝘁𝗲𝗱 𝘁𝗼 𝗛𝗮𝗶𝗿, 𝗦𝗸𝗶𝗻, 𝗪𝗲𝗶𝗴𝗵𝘁 𝗠𝗮𝗻𝗮𝗴𝗲𝗺𝗲𝗻𝘁, 𝗣𝗲𝗿𝗶𝗼𝗱 & 𝗶𝗻𝘁𝗶𝗺𝗮𝘁𝗲 𝗰𝗮𝗿𝗲.#couple #love #malayalam #pregnancy #wife #function #kerala #pregnant #yuvakrishna #mridhulavijay #7monthspregnant #youtube #vlog #new #newhome #serial #celebration #trivandrum #husband #fun #trending"
