video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,comment_count,thumbnail_link,description
"6WhhywlTVC0","Wakt wakt ki baat h 😎🔥 #shorts #bewafa","2022-05-10T02:30:19Z","UC5apxzE3aEOpvP0XkeuW8mw","Bobby chourasiya","22","22.15.05","[none]","103176224","6886971","10808","https://i.ytimg.com/vi/6WhhywlTVC0/default.jpg",""
"-QgYlYtqXHM","Bingo! RINGA RINGA ROSA-EP2 | Karikku #shorts","2022-05-14T11:30:11Z","UC2bNrKQbJLphxNCd6BSnTkA","Karikku","23","22.15.05","karikku|malayalam|funny|comedy|webseries|lolan|george|karikk|karikke|film|trending|sketch|vine|flowerstv|shorts","1803246","176769","744","https://i.ytimg.com/vi/-QgYlYtqXHM/default.jpg","Story & Directed by : KCExecutive Producer : Nikhil PrasadAssociate Director : Abijith KrishnanDOP : Binoy JohnEditor : Anand MathewsScreenplay : KC & Abijith Krishnan Music, BGM and sound mixing : Jishnu thilakVFX : Binoy John, Abijith KrishnanProduction Controller : Karun dasProduction Executives :Siraj udheen, Sandeep PradeepkumarArt : Siraj udheen, vishnu VitzzAssistant cinematographer : Abhishek A, Chandhu RadhakrishnanAssistant directors : Akshay S Kumar , ashwaghosh , Sandra C S Cast : shabareesh sajin , Binoy John , Anand Mathews , Abhinaya , Sandra C S , Vignesh Viswan , Dhamodharan  Special Thanks :Black House Media , Chandhu Radhakrishnan , Karundas , Vishnu Prakash kalathil"
"JWVCdG4rasg","Bingo! RINGA RINGA ROSA-EP1 | Karikku #shorts","2022-05-14T06:32:04Z","UC2bNrKQbJLphxNCd6BSnTkA","Karikku","23","22.15.05","karikku|malayalam|funny|comedy|webseries|lolan|george|karikk|karikke|film|trending|sketch|vine|flowerstv|shorts","1689038","203739","1293","https://i.ytimg.com/vi/JWVCdG4rasg/default.jpg","Story & Directed by : KCExecutive Producer : Nikhil PrasadAssociate Director : Abijith KrishnanDOP : Binoy JohnEditor : Anand MathewsScreenplay : KC & Abijith Krishnan Music and BGM : Jishnu thilakSound Designer :Jishnu RamanujanVFX : Binoy John, Abijith KrishnanProduction Controller : Karun dasProduction Executives :Siraj udheen, Sandeep PradeepkumarArt : Siraj udheen, vishnu VitzzAssistant cinematographer : Abhishek A, Chandhu RadhakrishnanAssistant directors : Akshay S Kumar , ashwaghosh , Sandra C S1st episode Cast : shabareesh sajin , Krishnachandran , Anand Mathews , Abhishek A 1 episode Special Thanks :Black House Media , Chandhu Radhakrishnan , Karundas , Vishnu Prakash kalathil"
"JMjdaiMmKvk","The Warriorr Teaser (Telugu) | Ram Pothineni, Krithi Shetty | DSP | Lingusamy","2022-05-14T12:01:14Z","UCNApqoVYJbYSrni4YsbXzyQ","Aditya Music","10","22.15.05","The Warriorr Teaser (Telugu)|Ram Pothineni|Krithi Shetty|DSP|Lingusamy|ram pothineni|krithi shetty|the warrior trailer|the warrior movie|the warrior movie teaser|the warrior trailer ram|the warrior|the warrior ram pothineni|the warriorr teaser|warrior|the warrior trailer telugu|the warrior full movie|the warrior release date|the warrior movie telugu trailer|ram pothineni movies telugu|new movie trailers telugu|ram pothineni birthday|new trailers telugu","10578224","293152","6165","https://i.ytimg.com/vi/JMjdaiMmKvk/default.jpg","Watch & Enjoy The Warriorr Teaser (Telugu).#TheWarrior #RamPothineni #KrithiShetty CASTRam Pothineni Aadhi Pinnishetty Krithi Shetty Akshara Gowda Nadhiya MoiduCREWProducer: Srinivasaa Chitturi Presents: Pavan Kumar Banner: Srinivasa Silver ScreenDirector: N. Lingusamy Music Director: Devi Sri PrasadCinematography: Sujith Vassudev Editor: Navin Nooli Production Design: DY Sathya NarayanaProduction controller: Radha Krishnan JDi: Annapurna studiosColorist: Vivek Costume Design: Deepali, Harmann Kaur, Ashwin, Srinu TadalaStillls: Venkatnaidu MurariCo-Directors: Kanagu Sabapathy, Satyam BellamkondaManagers: Sathya Narayanan, Sravan Kumar Goud, SriramAccountant: Siva Direction Team: Santhosh, Suseendhiram Ravi, Madhu, Prabu, Vishnu Ram, Murali Krishna, Bharath, Galla Ramesh, Bharath Seeni, Rajesh, Harish Chief Associate Cinematographer: Sarvanan Associate Cinematographer: Kannan, Udhai Assistant Cinematographer: Narayanan, Pradeep, AnilGaffer: Sanal & Team  Associate Editor:  N Durga Prakash Assistant Editor: Anoop VemasaniSpot Editors: Arikathota Akhil, Lakshman Assistant Production Design: V. Srinivas, Nikhil Apprentice Assistant Production Design: Pandu Thantarapallly Keyboards: KP & Vikas BadisaRhythm: Kalyan Frets: Subhani Album Mixed & Mastered By: A. Uday Kumar @ Brindavan–The Garden Of Music Album Recorded By: A. Uday Kumar, T. Uday Kumar & Suresh Kumar Taddi. Vox Mix Asst: SP Abhishek Orchestra In-Charge: Murugan Studio Asst: Pugalendhi & V Dhinakaran Album Co-Ordinator: B. ManikandanEFX Project Co-Ordinator: Viswa Prakash EFX Co-Ordinator: Venkat, Ramji  Line Producers: Srinivas  Sr. QC: Baskar  PRO: Pulagam Chinnarayana, Suresh Chandra, Rekha Digital Media: Vishnu Thej Putta Digital Media Company: TagMe Digital Music Label: Aditya Music Pvt. Ltd.------------------------------------------------------------------------------------------Enjoy and stay connected with us!!►Subscribe us on Youtube: http://bit.ly/adityamusic►Like us on Facebook: http://www.facebook.com/adityamusic►Follow us on Twitter: http://www.twitter.com/adityamusic►Follow us on Instagram: https://www.instagram.com/adityamusicindia►Follow us on LinkedIn: http://bit.ly/2Pp6ze3SUBSCRIBE Aditya Music Channels for unlimited entertainment:►For New Movies in HD: http://www.youtube.com/Adityamovies►For Songs with Lyrics: https://www.youtube.com/AdityaMusic►For Devotional Songs: http://www.youtube.com/AdityaDevotional►For Kids Educational: http://www.youtube.com/AdityaKids→మా పాట మీ నోట Telugu Lyrical Songs - http://bit.ly/1B2EcJG→Latest Tollywood Lyric Video Songs - http://bit.ly/1Km97mg→Ever Green Classics - https://goo.gl/1fZEDy→Popular Jukeboxes - https://goo.gl/LNvAIo→Telugu Songs with Lyrics - https://goo.gl/7ZmgWT© 2021 Aditya Music India Pvt. Ltd."
"BqSa4KQmhNg","फ़्री का तरबूज़ महँगा पड़ गया || दुकानदार ने उलझा दिया🤣🤣🤣 wait for end","2022-05-15T02:30:04Z","UC6taaXJOabMi1LED8EP5RKg","grandmasti arpit","23","22.15.05","[none]","809777","62710","60","https://i.ytimg.com/vi/BqSa4KQmhNg/default.jpg",""
"FP3wJH6gSBg","Pandian Stores - Baakiyalakshmi | Maga Sangamam - Promo","2022-05-14T14:22:51Z","UCvrhwpnp2DHYQ1CbXby9ypQ","Vijay Television","24","22.15.05","Comedy Show|Redefining Entertainment|Star|Star Vijay TV|Stree Buster Show|Tamil Shows|Tamil TV|Thamizhum Saraswathiyum|Vijay|Vijay TV|டிவி|தமிழ்|தொலைக்காட்சி|விஜய்","4419225","97194","1392","https://i.ytimg.com/vi/FP3wJH6gSBg/default.jpg","#PandianStores #Baakiyalakshmi #MagaSangamam #NewFiction #VijayTV #VijayTelevision #StarVijayTV #StarVijay #TamilTV  பாண்டியன் ஸ்டோர்ஸ் - பாக்கியலட்சுமி மகா சங்கமம் திங்கள் - சனி வரை இரவு 8 மணிக்கு நம்ம விஜய் டிவில.."
"SeoSSK1pFjg","Insaaniyat ❤️😊 | gogo2728 | deepesh_zo | mr_roshan | shubham | #firecracker  #jayeshbhaijordaar","2022-05-12T12:30:06Z","UCUpS9qH3N5rFy51Ft-rYsnA","gogo 2728","22","22.15.05","[none]","9913536","618185","644","https://i.ytimg.com/vi/SeoSSK1pFjg/default.jpg","https://youtu.be/GX6T2c6QH4Q"
"Gbe5Yq9-2_8","Bingo! RINGA RINGA ROSA-EP3 | Karikku #shorts","2022-05-14T14:00:45Z","UC2bNrKQbJLphxNCd6BSnTkA","Karikku","23","22.15.05","karikku|malayalam|funny|comedy|webseries|lolan|george|karikk|karikke|film|trending|sketch|vine|flowerstv|shorts","1426072","160932","741","https://i.ytimg.com/vi/Gbe5Yq9-2_8/default.jpg","Story & Directed by : KCExecutive Producer : Nikhil PrasadAssociate Director : Abijith KrishnanDOP : Binoy JohnEditor : Anand MathewsScreenplay : KC & Abijith Krishnan Music and BGM  : Jishnu thilakSound Mixing : Jishnu RamanujanVFX : Binoy John, Abijith KrishnanProduction Controller : Karun dasProduction Executives :Siraj udheen, Sandeep PradeepkumarArt : Siraj udheen, vishnu VitzzAssistant cinematographer : Abhishek A, Chandhu RadhakrishnanAssistant directors : Akshay S Kumar , ashwaghosh , Sandra C S Cast : shabareesh sajin , Binoy John , Anand Mathews , Sandra C S , Vignesh Viswan , Dhamodharan, Albin George Special Thanks :Black House Media , Chandhu Radhakrishnan , Karundas , Vishnu Prakash kalathil, Meghuldas"
"SenClIIneMI","KR$NA - Lil Bunty | Official Music Video (Prod. Flamboy)","2022-05-14T05:30:01Z","UChDX4wagpTQS0aTm4eyhJaw","KRSNA","10","22.15.05","Krsna|kr$na|krsna new song|krsna rap|krsna song|hip hop songs|krsna hip hop|indian hip hop|desi rap|krishna songs|emiway bantai|diss track|krsna lil bunty|lil bunty|krsna diss emiway|kalamkaar","2539851","231011","65926","https://i.ytimg.com/vi/SenClIIneMI/default.jpg","Click to subscribe:- http://bit.ly/KrsnaOfficial Audio credits:Artist - KR$NA Song - Lil BuntyWritten and performed by - KR$NA Produced by - Flamboy Mixed and mastered by - Ryan SummerTeam Believe Artist Services - https://www.instagram.com/believeasd/ Video credits:Directed and Edited by: Director GrimFollow KR$NA on:Instagram:- https://www.instagram.com/realkrsnaFacebook :- https://www.facebook.com/krsnamusicTwitter :- https://twitter.com/realkrsnaDigital Partner - Believe DigitalFor licensing enquiries - Email - sync-india@believedigital.comAudio on Kalamkaar Music Pvt. Ltd. (C) 2022#LilBunty #Krsna #Kalamkaar #DesiHipHop #DesiRap #Rap #HipHop"
"vQWNYGwJybQ","ഒരു ആമീസ് സ്കൂട്ടർ അപാരത🥰","2022-05-14T09:44:04Z","UCv2c5G55dzgqYlq55tXHu0Q","Oru Al Mallu Family","22","22.15.05","#shorts|#youtubeshorts|#shortvideo|#sijurevavlog|#orualmallufamily|#trending|#trendingshorts|SIJU REVA VLOG|Oru Al Mallu Family","863092","51500","98","https://i.ytimg.com/vi/vQWNYGwJybQ/default.jpg","ഒരു ആമീസ് സ്കൂട്ടർ അപാരത🥰#shorts #youtubeshorts #shortvideo #sijurevavlog #orualmallufamily #trending #trendingshorts"
